c_msgsize_count,c_pktsize6,c_msgsize4,s_msgsize4,s_pktsize2,s_rtt_cnt,s_rtt_std,s_msgsize5,c_msgsize6,c_sit3,class
0,0,0,0,0,2,0.0,0,0,0.0,google
17,30,42,48,1418,1,0.0,34,552,2.173,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,0,0,0,371,3,8.642703,0,0,3.453,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
3,0,0,0,565,5,22.556031,0,0,0.0,google
1,0,0,0,0,3,24.784676,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,2,0.0,34,1567,2.398,google
0,0,0,0,0,2,0.0,0,0,0.0,google
6,45,45,57,1418,1,0.0,45,45,4.749,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,1.363,google
2,1,0,0,416,4,110.751688,0,0,10030.698,google
3,1,0,0,416,5,108.000995,0,0,10030.149,google
1,1,0,0,0,3,108.495933,0,0,10030.727,google
6,52,1482,1430,1430,5,0.986703,1430,1621,4.851,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
12,46,895,42,1430,2,0.0,38,46,14.908,google
2,0,0,56,1430,1,0.0,42,0,0.0,google
24,378,50,42,1418,2,0.0,38,378,1.321,google
16,618,37,266,49,4,17.376485,29,618,2.168,google
8,231,50,56,1418,1,0.0,42,231,1.308,google
8,1418,42,48,1418,1,0.0,34,1586,2.17,google
12,30,42,34,1418,1,0.0,30,30,1.924,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
22,30,42,48,1418,4,7.805179,34,30,2.047,google
8,1418,50,56,1418,0,0.0,80,1835,2.063,google
2,0,0,0,48,3,42.133429,0,0,0.0,google
8,1418,42,34,1418,1,0.0,30,1554,0.953,google
6,729,37,49,1418,2,0.0,37,33,1.853,google
21,286,1716,1430,1430,10,7.373661,1430,1721,1.381,google
35,287,1717,50,371,27,10.234462,371,1718,17.809,google
1,0,0,0,1430,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
7,38,92,56,1418,1,0.0,42,1556,1.358,google
8,30,42,34,1418,1,0.0,30,30,1.246,google
3,0,0,59,1418,3,0.291123,693,0,3.582,google
45,1418,42,30,48,5,7.995957,323,1488,1.195,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
9,997,69,1413,1418,3,1.008139,1413,997,3.24,google
8,730,730,1029,1125,9,31.346213,101,730,276.134,google
10,1418,42,48,1418,1,0.0,34,1905,2.181,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.426,google
8,30,42,48,1418,1,0.0,34,30,2.139,google
8,1418,42,48,1418,2,0.0,34,1608,2.509,google
8,30,42,48,1418,1,0.0,34,30,2.561,google
8,30,42,48,1406,2,0.0,34,30,0.926,google
2,0,0,198,1430,3,1.956177,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
9,33,37,49,1418,1,0.0,37,33,2.2,google
0,0,0,0,0,0,0.0,0,0,0.0,google
34,1192,50,38,56,11,10.793057,307,1192,1.262,google
1,0,0,0,1228,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,34,1418,2,0.0,30,30,2.496,google
2,0,0,56,1430,1,0.0,42,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1556,2.201,google
8,30,42,48,1418,1,0.0,34,30,2.271,google
8,30,42,48,1418,1,0.0,34,30,1.378,google
1,0,0,0,0,3,0.160506,0,0,0.0,google
8,1000,42,30,48,2,0.0,530,1000,2.415,google
8,30,42,48,1418,1,0.0,34,30,2.125,google
8,1418,42,48,1418,1,0.0,34,1573,2.133,google
8,1418,42,30,48,4,7.478289,222,1586,1.291,google
15,46,537,42,1418,1,0.0,38,46,9.325,google
7,46,393,38,56,3,1.409722,338,46,4.249,google
4,0,1174,0,516,5,7.23974,0,0,19473.944,google
2,0,0,0,1430,4,24.389137,0,0,0.0,google
17,38,489,38,56,4,1.474588,253,38,8.608,google
1,0,0,0,0,3,6.104357,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,2,0.0,0,0,0.0,google
8,30,42,48,1418,3,2.425521,34,30,2.777,google
2,1,0,0,343,4,20.694753,0,0,10057.452,google
174,340,42,34,1430,20,1.901373,30,340,1.24,google
1,0,0,0,0,3,66.883814,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
8,53,2197,0,389,5,4.019797,0,1797,32.366,google
10,53,1861,1029,901,6,4.454565,0,1813,16.653,google
1,0,0,0,0,3,108.948913,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1499,2.109,google
8,30,42,48,1418,1,0.0,34,30,2.109,google
13,46,532,38,56,2,0.0,274,46,13.179,google
1,0,0,0,0,1,0.0,0,0,0.0,google
9,50,45,56,1418,1,0.0,42,50,2.421,google
8,1418,42,48,1418,1,0.0,34,1909,2.687,google
2,0,0,0,0,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,1.212,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
5,778,1738,1429,1429,1,0.0,1429,0,2127.474,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,3,39.456124,0,0,0.0,google
27,50,45,56,1418,2,0.0,42,50,2.284,google
47,50,45,42,1418,1,0.0,38,50,1.255,google
2,0,0,0,0,3,23.441929,0,0,0.0,google
8,837,69,149,1418,5,69.574178,789,837,3.461,google
34,50,45,42,1418,2,0.0,38,50,1.189,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
8,1418,42,34,1418,1,0.0,30,1744,1.326,google
8,30,42,34,1418,1,0.0,30,30,1.552,google
8,546,50,38,56,2,0.0,317,546,1.165,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
52,30,42,48,1418,11,14.974175,34,30,2.173,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
269,46,411,42,1430,3,0.342142,38,46,4.406,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
2,0,0,34,1430,1,0.0,0,0,0.0,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
36,50,45,42,1418,1,0.0,38,50,2.235,google
8,1418,42,48,1418,1,0.0,34,1647,2.2,google
9,50,45,56,1418,1,0.0,42,50,2.165,google
10,1149,50,38,56,1,0.0,295,1149,2.157,google
10,30,42,48,1418,3,1.348446,34,30,2.227,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
3,0,0,0,516,4,8.355709,0,0,0.0,google
5,0,1357,516,516,6,5.353508,0,0,1609.885,google
2,0,0,56,1430,1,0.0,42,0,0.0,google
1,0,0,0,0,3,1.48448,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,0,0,3,10.318926,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,0,0,1430,1430,2,0.0,1430,0,0.0,google
2,0,0,0,0,2,0.0,0,0,0.0,google
2,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,0,3,12.243651,0,0,0.0,google
8,1348,50,56,1348,1,0.0,42,1761,2.546,google
3,0,0,735,1430,3,5.633167,0,0,0.0,google
2,0,0,0,1430,2,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
19,50,45,42,1418,2,0.0,38,50,1.24,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,34,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
98,50,45,56,1418,1,0.0,42,50,2.078,google
6,801,766,1430,1430,3,61.319011,1430,801,375.282,google
5,0,796,1430,1430,3,74.915531,2585,0,140.991,google
20,871,1719,1430,1430,10,42.890953,2860,761,682.719,google
5,0,796,1430,1430,2,0.0,1430,0,262.185,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
12,719,593,1430,1430,6,5.528793,1430,719,728.555,google
1,0,0,0,0,3,0.925557,0,0,0.0,google
12,1430,678,1430,1430,7,10.624371,1430,1561,221.338,google
3,0,0,0,516,4,4.975158,0,0,0.0,google
8,1418,42,34,1418,1,0.0,30,1624,2.21,google
8,1418,42,48,1418,1,0.0,34,1578,1.067,google
1,0,0,0,0,2,0.0,0,0,0.0,google
8,38,50,56,1418,2,0.0,42,38,1.505,google
1,0,0,0,0,3,1.644855,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
11,46,999,38,56,2,0.0,274,46,16.428,google
6,30,42,30,48,3,62.725441,55,30,1.174,google
2,0,0,0,49,3,23.694531,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,2.264,google
2,0,0,0,49,3,18.552588,0,0,0.0,google
8,1348,50,56,1348,1,0.0,42,1806,1.428,google
3,0,0,821,1418,3,0.478306,0,0,10.006,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
8,38,50,56,1418,1,0.0,42,38,2.185,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1406,42,34,1406,1,0.0,30,1619,5.26,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,777,0,0,371,3,109.330153,0,0,14.813,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
26,1136,42,30,48,7,11.731154,283,1136,2.185,google
0,0,0,0,0,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,1.315,google
3,0,0,1430,1430,1,0.0,428,0,0.0,google
3,0,0,1430,1430,2,0.0,428,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1178,50,38,56,2,0.0,341,1178,2.066,google
36,37,37,49,1418,5,76.256647,37,37,1.229,google
7,1418,34,48,1418,1,0.0,34,30,2.154,google
10,1418,42,34,1418,2,0.0,30,1589,2.176,google
311,50,45,42,1418,3,8.575492,38,50,1.264,google
2,0,0,0,48,3,22.310748,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1466,1.272,google
19,46,38,42,1430,3,10.803365,38,46,82.484,google
3,0,0,0,1430,3,0.672483,0,0,0.0,google
3,0,0,0,1430,3,1.342344,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,1.79,google
8,30,42,34,1418,1,0.0,30,30,2.334,google
8,30,42,34,1418,2,0.0,30,30,2.131,google
2,0,0,42,1430,2,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1399,42,34,1418,2,0.0,30,1399,2.113,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1343,42,30,48,2,0.0,318,1343,9.901,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
131,30,42,48,1418,34,2.225388,34,30,1.223,google
1,0,0,0,0,3,0.430918,0,0,0.0,google
1,0,0,0,0,3,1.653207,0,0,0.0,google
1,0,0,0,0,3,1.091581,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,0,0,0,0,2,0.0,0,0,0.0,google
8,1418,42,48,1418,2,0.0,34,1868,2.138,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
10,1418,50,42,1418,1,0.0,38,1449,2.31,google
2,0,0,56,1418,2,0.0,42,0,0.0,google
8,38,50,56,1418,2,0.0,42,38,1.441,google
13,746,730,1045,1013,11,76.056864,133,746,320.839,google
4,0,858,1429,1429,3,57.96971,1429,0,5715.802,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
14,192,400,42,1430,1,0.0,38,192,760.214,google
17,38,50,38,56,5,2.587411,280,38,2.134,google
3,0,0,0,516,4,7.460142,0,0,0.0,google
8,1418,42,34,1418,1,0.0,30,1660,2.2,google
8,1390,42,48,1390,0,0.0,34,1659,0.982,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
1,0,0,0,0,3,40.759947,0,0,0.0,google
9,50,45,42,1418,1,0.0,38,50,1.591,google
9,1408,42,30,48,2,0.0,246,1408,2.153,google
10,38,50,42,1430,3,32.742607,38,38,2.191,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
7,1418,50,56,1418,0,0.0,42,1552,1.664,google
1,0,0,0,1228,1,0.0,0,0,0.0,google
101,50,45,56,1418,2,0.0,42,50,2.103,google
3,0,0,773,1418,3,0.324238,0,0,10.06,google
8,30,42,48,1418,1,0.0,34,30,2.608,google
2,0,0,0,0,3,4.279403,0,0,0.0,google
31,30,42,48,1418,12,24.996834,34,30,1.549,google
46,665,37,49,1418,8,6.838433,37,33,1.639,google
9,30,42,30,48,2,0.0,38,30,1.754,google
0,0,0,0,0,0,0.0,0,0,0.0,google
18,50,45,56,1418,2,0.0,42,50,1.239,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
130,30,42,48,1418,16,7.934366,34,30,1.335,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1510,3.037,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
25,927,42,30,48,4,1.810971,283,927,2.224,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
10,298,454,42,1430,1,0.0,38,298,7.835,google
4,0,38,42,1430,1,0.0,38,0,76.171,google
4,0,38,42,1430,1,0.0,38,0,72.001,google
1,0,0,0,1430,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,0,0,1430,1430,3,60.253831,1430,0,0.0,google
3,0,0,1430,1430,3,80.299823,1430,0,0.0,google
3,0,0,21149,1430,2,0.0,0,0,0.0,google
4,0,764,2860,1430,3,20.636545,8580,0,287.269,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,2.095,google
2,0,0,0,48,3,19.822069,0,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
8,30,42,34,1418,1,0.0,30,30,1.263,google
16,588,42,30,48,2,0.0,302,588,2.106,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
9,1377,1313,371,1418,8,11.405079,1418,1708,14.878,google
17,46,436,42,1430,2,0.0,38,46,4.482,google
7,1418,42,48,1418,1,0.0,34,1449,2.212,google
7,30,76,34,1418,2,0.0,30,1730,2.173,google
8,30,42,48,1418,1,0.0,34,30,2.682,google
16,216,37,49,1418,1,0.0,37,865,1.269,google
2,0,0,49,1418,1,0.0,37,0,0.0,google
8,30,42,34,1418,2,0.0,30,30,2.132,google
16,1365,85,69,1418,1,0.0,309,1365,2.797,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
7,54,1484,371,738,6,4.340873,371,2339,4.815,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
39,50,45,56,1418,2,0.0,42,50,4.913,google
1,0,0,0,0,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,2,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
3,0,0,741,1418,3,25.390444,0,0,13.544,google
8,30,42,34,1418,1,0.0,30,30,4.813,google
3,0,0,1878,752,3,2.514416,483,0,0.0,google
8,1418,42,34,1418,1,0.0,30,1582,1.598,google
2,0,0,48,1348,2,0.0,34,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
231,30,42,48,1418,34,19.058884,34,30,2.822,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
46,580,42,30,48,3,5.371213,271,580,2.376,google
10,1418,42,30,48,2,0.0,286,2763,2.357,google
9,50,45,42,1418,1,0.0,38,50,1.425,google
4,0,1350,6172,1418,4,0.542701,20,0,6.187,google
8,227,42,48,1418,1,0.0,34,227,2.506,google
8,1418,42,34,1418,1,0.0,30,1442,2.479,google
2,0,0,0,1430,2,0.0,0,0,0.0,google
2,0,0,0,1430,2,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1811,2.655,google
0,0,0,0,0,2,0.0,0,0,0.0,google
8,213,42,48,1430,1,0.0,34,213,2.227,google
2,0,0,56,1418,2,0.0,42,0,0.0,google
26,41,37,37,1418,1,0.0,328,1496,392.463,google
218,345,42,48,1418,47,11.487913,34,345,2.811,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,56,1430,2,0.0,42,0,0.0,google
12,590,37,37,1418,4,17.611916,310,590,1.281,google
38,1348,42,48,1348,8,4.868029,34,1709,2.158,google
3,0,0,0,516,4,2.199549,0,0,0.0,google
2,0,0,0,0,3,9.563276,0,0,0.0,google
15,755,754,1099,1430,5,13.914329,115,755,1781.376,google
6,759,1591,2860,1430,4,22.975543,1430,723,838.884,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,0,2,0.0,0,0,0.0,google
8,1348,50,56,1348,1,0.0,42,1537,2.052,google
8,30,42,48,1418,2,0.0,34,30,1.389,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,2.264,google
1,0,0,0,1406,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,5.169,google
8,1283,42,48,1418,2,0.0,34,1283,1.313,google
2,0,0,0,0,2,0.0,0,0,0.0,google
1754,204,203,42,1430,26,373.441467,38,204,42.087,google
2,0,0,0,48,1,0.0,0,0,0.0,google
2,0,0,0,48,1,0.0,0,0,0.0,google
2,0,0,0,48,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,281,42,48,1418,2,0.0,34,281,1.286,google
19,732,730,82,1430,16,74.903041,847,732,332.524,google
18,710,1696,1430,1430,15,2.257444,1430,711,3383.163,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
7,30,76,34,1418,1,0.0,30,1497,2.125,google
6,1350,2146,1430,1430,4,8.348481,1430,1261,848.33,google
10,30,42,48,1418,1,0.0,34,30,2.767,google
2,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
51,30,42,34,1418,11,17.999568,30,30,2.062,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
1,0,0,0,0,2,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.187,google
1,0,0,0,0,2,0.0,0,0,0.0,google
9,903,37,37,1418,3,4.295812,324,903,2.114,google
57,861,37,37,1418,7,5.178002,299,861,2.553,google
39,50,45,56,1418,1,0.0,42,50,2.423,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
15,50,45,56,1418,1,0.0,42,50,1.176,google
8,30,42,48,1418,2,0.0,34,30,3.002,google
6,46,435,38,56,2,0.0,317,46,4.277,google
4,0,38,38,56,2,0.0,0,0,19.097,google
15,38,50,38,56,3,17.081934,254,38,1.106,google
9,174,1592,14119,1418,4,1.293493,9105,669,4579.21,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
18,30,42,48,1418,5,40.572521,34,30,3.504,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
119,511,42,48,1430,1,0.0,34,511,2.97,google
411,50,45,56,1418,120,2.322059,42,50,2.181,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
30,50,45,56,1418,1,0.0,42,50,1.247,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
6,30,1631,48,1418,1,0.0,34,38,22.984,google
2,0,0,48,1430,2,0.0,34,0,0.0,google
2,0,0,48,1430,2,0.0,34,0,0.0,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
16,154,42,48,1430,4,66.231641,34,1993,1.751,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
2,0,0,56,1430,2,0.0,42,0,0.0,google
31,50,45,56,1418,1,0.0,42,50,2.613,google
8,30,42,48,1418,1,0.0,34,30,2.886,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
14,853,661,1077,1418,10,38.441639,1093,853,1380.898,google
8,30,42,48,1418,2,0.0,34,30,1.207,google
8,1418,42,48,1418,1,0.0,34,1473,5.286,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
2,0,0,50688,1418,1,0.0,0,0,0.0,google
24,932,42,30,48,3,53.073688,317,932,4.409,google
21,1418,942,19816,1418,8,15.758213,621,1617,899.817,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
3,0,0,773,1418,3,0.519826,0,0,8.607,google
8,1418,42,48,1418,1,0.0,34,1441,2.036,google
2,0,0,0,343,4,0.450862,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
4,1356,1356,198,1430,2,0.0,543,0,9184.116,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
27,1350,1350,614,1418,17,40.344086,20,1351,266.554,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
45,46,38,38,56,2,0.0,253,46,51.925,google
8,30,42,48,1228,1,0.0,34,30,4.481,google
12,38,50,42,1430,5,18.227386,38,38,2.14,google
8,30,42,48,1418,1,0.0,34,30,9.815,google
29,796,796,1430,1430,6,27.21164,1430,814,147.528,google
0,0,0,0,0,2,0.0,0,0,0.0,google
91,38,50,38,56,5,28.903468,253,38,2.474,google
11,46,38,38,56,2,0.0,253,46,64.336,google
14,30,42,48,1418,4,1.644653,34,30,2.157,google
8,30,42,48,1418,2,0.0,34,30,2.187,google
6,659,37,37,1418,2,0.0,266,33,2.001,google
10,1365,1361,20,20,2,0.0,791,1365,197.563,google
8,30,42,34,1418,2,0.0,30,30,2.122,google
3,0,0,0,1418,2,0.0,0,0,18.524,google
2,0,0,0,343,4,6.562055,0,0,0.0,google
2,0,0,0,0,2,0.0,0,0,0.0,google
3,0,0,0,371,3,5.684682,0,0,4.976,google
2,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
2,0,0,48,1430,2,0.0,34,0,0.0,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
2,0,0,48,1430,2,0.0,34,0,0.0,google
4,1430,1622,7503,1430,3,11.544107,20,0,22.873,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
31,272,277,42,1430,3,8.253516,38,272,5.785,google
17,50,45,56,1418,2,0.0,42,50,1.242,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1584,7.357,google
8,30,42,48,1418,1,0.0,34,30,1.474,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
9,1418,1361,20,20,4,25.585697,717,1433,144.158,google
8,281,42,34,1418,2,0.0,30,281,1.309,google
5,4,1479,198,1418,5,15.014412,0,0,12935.074,google
1,1,0,0,0,3,26.378474,0,0,10100.55,google
62,30,42,30,48,10,28.504174,294,30,1.601,google
8,30,42,30,48,3,16.362262,309,30,1.536,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,34,1418,2,0.0,30,30,2.227,google
6,30,42,48,1418,3,10.500214,34,30,2.788,google
1,0,0,0,0,3,19.972666,0,0,45033.384,google
5,1418,2967,371,1418,4,52.900907,1418,0,17.185,google
0,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,38,50,56,1418,4,13.035077,42,38,2.254,google
135,1418,37,49,1418,25,18.127666,37,1517,2.322,google
