c_msgsize_count,c_pktsize6,c_msgsize4,s_msgsize4,s_pktsize2,s_rtt_cnt,s_rtt_std,s_msgsize5,c_msgsize6,c_sit3,class
2,0,0,34,1430,2,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,37,1413,1418,2,0.0,1413,0,69.976,youtube
3,0,0,0,725,5,15.23427,0,0,101.406,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
3,0,0,1413,1418,3,1.859964,1413,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
2,0,0,0,485,4,17.542616,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
8,45,45,57,1418,1,0.0,45,45,2.052,youtube
4,215,1645,0,531,4,2.391291,0,0,3.818,youtube
2,0,0,0,0,2,0.0,0,0,0.0,youtube
3,0,0,0,1418,2,0.0,0,0,0.0,youtube
2,0,0,0,0,3,30.051112,0,0,0.0,youtube
1,0,0,0,1381,1,0.0,0,0,0.0,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
9,53,45,42,1418,1,0.0,38,50,2.133,youtube
3,1,0,30,48,0,0.0,55,0,45118.837,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
7,997,869,373,1418,2,0.0,469,997,269.681,youtube
4,0,31,1418,1418,3,11.240793,1418,0,102.724,youtube
4,0,31,1418,1418,3,1.475156,1418,0,88.468,youtube
4,0,31,1418,1418,2,0.0,1418,0,95.872,youtube
8,46,1357,38,56,2,0.0,331,46,21.476,youtube
11,46,983,38,56,3,12.547385,316,46,18.614,youtube
2,0,0,37,1418,0,0.0,0,0,0.0,youtube
3,0,0,0,1418,3,22.46783,0,0,0.0,youtube
4,0,938,0,533,4,82.502936,0,0,33898.85,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
1,0,0,0,0,0,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,3,14.052489,0,0,0.0,youtube
16,46,937,38,56,2,0.0,319,46,15.711,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,109.111,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
9,491,69,1413,1418,4,3.839172,261,1029,4.887,youtube
4,0,31,1418,1418,2,0.0,1418,0,79.538,youtube
5,0,181,1,485,3,88.976059,0,0,73.605,youtube
5,53,1498,1,485,3,81.218327,0,0,83.831,youtube
4,0,53,0,549,3,26.395418,0,0,17.638,youtube
21,1397,1349,485,485,16,155.166894,485,1397,793.656,youtube
4,0,53,0,517,3,26.325111,0,0,39.504,youtube
4,0,53,0,485,3,56.238652,0,0,11721.898,youtube
4,0,53,0,485,3,44.575211,0,0,10931.179,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,1952,465,1418,4,18.434297,0,0,5031.69,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
2,0,0,0,48,3,11.8371,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,1335,465,1418,3,22.829646,0,0,15410.413,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,81.214,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,68.525,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,37,1413,1418,2,0.0,1413,0,109.534,youtube
4,394,1824,0,465,5,30.93259,0,0,2.696,youtube
4,0,687,0,767,4,97.462988,0,0,3313.302,youtube
6,46,453,38,56,2,0.0,328,46,7.861,youtube
4,0,37,1413,1413,2,0.0,1413,0,1517.981,youtube
132,1066,1066,57,444,258,18.379744,34,1066,27890.924,youtube
2,0,0,0,0,3,6.884903,0,0,0.0,youtube
2,0,0,0,0,3,13.037421,0,0,0.0,youtube
2,0,0,0,0,3,9.658258,0,0,0.0,youtube
4,0,1079,435,468,4,4.804363,0,0,14688.469,youtube
2,0,0,0,0,3,7.432001,0,0,0.0,youtube
6,1278,1229,531,465,7,109.120849,531,1278,633.832,youtube
5,1210,1706,533,533,5,77.971118,0,0,7677.478,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,86.842,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
23,1287,53,38,56,3,2.752036,578,1287,2.161,youtube
17,50,45,56,1418,2,0.0,42,50,2.167,youtube
1,0,0,0,1418,1,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,138.239,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,37,1413,1418,2,0.0,1413,0,116.915,youtube
3,0,0,0,531,3,19.812431,0,0,0.0,youtube
1,0,0,0,1430,1,0.0,0,0,0.0,youtube
1,0,0,0,1430,1,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,133.536,youtube
4,0,37,0,469,4,25.604123,0,0,6099.449,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
3,0,0,1413,1418,3,9.010801,1413,0,0.0,youtube
13,33,37,49,1418,4,6.758545,37,33,2.323,youtube
12,33,37,49,1418,3,1.745065,37,33,2.209,youtube
4,0,1066,469,1418,5,21.768846,0,0,224.522,youtube
7,1418,725,531,1418,5,44.98941,531,1097,7038.873,youtube
15,45,45,57,1418,1,0.0,45,45,2.088,youtube
12,45,45,45,1418,2,0.0,555,45,1.716,youtube
1,0,0,0,0,0,0.0,0,0,0.0,youtube
1,0,0,0,0,2,0.0,0,0,0.0,youtube
8,525,42,48,1418,1,0.0,34,525,2.195,youtube
4,0,31,1418,1418,2,0.0,1418,0,156.987,youtube
9,50,45,56,1418,1,0.0,42,50,1.452,youtube
94,826,42,34,1430,8,39.123512,30,826,2.124,youtube
3,0,0,0,1418,4,18.069684,0,0,0.0,youtube
2,0,0,0,485,4,16.898869,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
3,0,0,0,1418,4,14.542444,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,106.637,youtube
7,299,69,485,1418,5,11.646226,485,1653,3.193,youtube
4,0,37,0,533,4,18.269304,0,0,7552.776,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
3,0,0,661,1418,3,1.147028,37,0,0.0,youtube
3,0,0,0,1418,3,16.239556,0,0,0.0,youtube
3,0,0,0,1418,3,22.82533,0,0,0.0,youtube
7,846,857,548,57,2,0.0,37,846,30.836,youtube
8,38,50,42,1418,1,0.0,38,38,1.371,youtube
13,45,45,57,1418,1,0.0,45,45,1.44,youtube
49,1418,45,296,57,135,11.761693,60,1711,1.158,youtube
3,0,0,0,531,3,23.32836,0,0,0.0,youtube
3,0,0,0,1418,3,7.458702,0,0,0.0,youtube
33,1110,50,56,1430,6,26.185623,42,1110,1.28,youtube
89,469,42,34,1430,10,50.287353,30,469,2.124,youtube
5,0,906,469,469,5,94.775556,0,0,7819.307,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
3,0,0,0,725,5,15.898578,0,0,103.0,youtube
3,0,0,0,531,3,20.76383,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
6,30,42,34,1430,3,1.682067,30,30,0.949,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
7,331,69,581,1418,3,22.825184,0,581,1.712,youtube
9,728,1134,531,531,8,21.976171,531,728,5121.093,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
10,300,45,45,1418,2,0.0,367,45,1.202,youtube
4,0,31,1418,1418,3,18.146643,2836,0,99.57,youtube
4,0,740,656,1418,4,30.49124,0,0,1830.326,youtube
6,427,69,389,85,2,0.0,122,69,1.439,youtube
6,818,45,57,1418,1,0.0,45,45,1.204,youtube
4,0,697,656,1418,3,115.408601,0,0,254.991,youtube
8,533,741,805,789,5,16.272916,805,533,15.142,youtube
15,1418,69,549,1418,10,15.144415,485,1669,3.27,youtube
4,0,555,0,467,3,2.168546,0,0,4.214,youtube
3,0,0,1413,1418,3,1.900653,1413,0,0.0,youtube
4,0,37,37,1418,4,17.055523,0,0,99.3,youtube
6,38,50,38,56,3,7.468931,63,38,1.239,youtube
2,0,0,48,1430,0,0.0,34,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,0,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
3,0,0,0,531,3,22.742328,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,81.104,youtube
10,50,45,42,1418,2,0.0,38,50,2.034,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,37,1413,1413,2,0.0,1413,0,157.985,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
3,0,0,0,1418,3,20.445273,0,0,0.0,youtube
3,0,0,69,405,2,0.0,0,0,0.0,youtube
3,0,0,261,1418,3,3.481685,53,0,0.0,youtube
4,0,37,0,469,4,16.924198,0,0,6055.851,youtube
4,0,873,407,407,4,13.719634,429,0,578.055,youtube
1,0,0,0,0,0,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
3,0,0,277,1418,2,0.0,0,0,0.0,youtube
6,1253,1253,1413,1418,2,0.0,1413,533,32.654,youtube
4,0,31,1418,1418,2,0.0,1418,0,149.746,youtube
3,0,0,0,531,3,55.101179,0,0,0.0,youtube
120,448,448,489,1418,112,60.619804,489,448,53.494,youtube
3,0,0,0,1418,4,14.403219,0,0,0.776,youtube
10,1418,1143,531,531,9,24.152748,531,4101,1220.742,youtube
5,0,707,656,1418,5,45.975639,767,0,546.471,youtube
6,725,709,581,1418,2,0.0,1413,725,163.385,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
3,0,0,1418,1418,2,0.0,744,0,0.0,youtube
3,0,0,0,581,3,55.222886,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
8,1418,735,531,1418,7,93.595338,531,1020,5802.084,youtube
5,0,1350,531,465,5,16.688972,0,0,50901.431,youtube
1,0,0,0,446,2,0.0,0,0,0.0,youtube
1,0,0,5792,1448,223,10.787665,5792,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
7,725,805,1413,1418,2,0.0,1413,725,173.78,youtube
6,741,709,1413,1418,4,17.910776,1413,741,191.703,youtube
4,0,31,1418,1418,3,9.347267,1418,0,119.845,youtube
585,1430,42,48,1430,51,74.814777,34,1510,2.09,youtube
6,725,837,1157,1418,4,7.378102,0,725,223.292,youtube
3,0,0,0,465,3,23.035833,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
3,0,0,334,1418,3,15.118953,153,0,0.0,youtube
2,0,0,34,1430,0,0.0,0,0,0.0,youtube
2,0,0,0,0,2,0.0,0,0,0.0,youtube
3,0,0,0,361,3,0.540557,0,0,0.0,youtube
4,0,37,1413,1418,2,0.0,1413,0,133.626,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,37,0,533,4,18.841899,0,0,6059.04,youtube
5,394,1824,465,465,5,63.199328,0,0,36.793,youtube
0,0,0,0,0,0,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
8,1418,766,531,1418,7,14.783792,531,1238,6648.569,youtube
12,46,1222,38,56,2,0.0,344,46,19.286,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,135.32,youtube
7,46,38,38,56,1,0.0,60,46,679.266,youtube
4,0,1477,1413,1418,2,0.0,1413,0,341.066,youtube
4,0,713,656,1418,3,53.543633,0,0,539.829,youtube
2,0,0,0,1430,2,0.0,0,0,0.0,youtube
3,0,0,661,1418,2,0.0,37,0,0.0,youtube
2,0,0,48,1430,1,0.0,34,0,0.0,youtube
3,0,0,0,725,5,17.658887,0,0,105.835,youtube
3,1418,0,0,376,3,0.669508,0,0,22.842,youtube
1,0,0,0,947,1,0.0,0,0,0.0,youtube
4,0,665,656,1418,3,84.906519,0,0,267.389,youtube
9,46,733,38,56,2,0.0,328,46,7.025,youtube
3,0,0,0,1418,2,0.0,0,0,47.661,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
3,0,0,0,725,5,16.157376,0,0,123.249,youtube
1,0,0,0,905,1,0.0,0,0,0.0,youtube
3,0,0,0,1418,4,21.527271,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,116.292,youtube
2,0,0,0,517,4,17.340413,0,0,11.28,youtube
2,0,0,0,485,4,16.487811,0,0,0.0,youtube
2,0,0,0,517,4,0.303488,0,0,11.787,youtube
4,0,31,1418,1418,1,0.0,1418,0,109.073,youtube
1,0,0,0,0,3,1.286607,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
6,1013,1434,501,485,4,243.393013,517,1109,87.069,youtube
3,0,0,1413,1418,3,1.229582,1413,0,0.0,youtube
6,267,1397,485,485,4,133.568915,0,1365,103.541,youtube
18,50,45,56,1418,1,0.0,42,50,1.415,youtube
4,0,31,1418,1418,2,0.0,2836,0,103.725,youtube
1,0,0,0,905,1,0.0,0,0,0.0,youtube
4,0,37,0,469,4,20.269055,0,0,6545.885,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,326,1,0.0,0,0,0.0,youtube
2,0,0,0,1418,2,0.0,0,0,0.0,youtube
3,0,0,0,1418,2,0.0,0,0,0.0,youtube
3,0,0,0,1418,4,23.092928,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
3,1418,0,517,485,4,19.096863,0,0,13.203,youtube
1,0,0,0,322,1,0.0,0,0,0.0,youtube
2,0,0,0,546,4,13.354435,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,307.779,youtube
4,0,689,656,1418,4,24.512472,0,0,808.637,youtube
2,0,0,0,517,4,16.578946,0,0,12.989,youtube
3,0,0,0,1418,3,24.741593,0,0,0.0,youtube
3,0,0,0,531,3,16.079075,0,0,0.0,youtube
2,0,0,1413,1413,3,1.477728,1413,0,13.871,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
7,853,868,553,57,2,0.0,37,853,30.372,youtube
3,0,0,0,1418,4,20.393374,0,0,0.0,youtube
4,216,1646,0,531,5,23.687467,0,0,4.165,youtube
2,0,0,0,0,3,27.580616,0,0,0.0,youtube
2,0,0,0,485,4,7.939699,0,0,0.0,youtube
2,0,0,0,485,3,0.670633,0,0,13.274,youtube
4,0,1114,533,1418,5,12.899686,0,0,1508.865,youtube
18,845,45,45,1418,1,0.0,515,845,1.183,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,102.61,youtube
3,1418,0,517,485,5,15.014645,0,0,13.378,youtube
5,0,1237,0,1418,3,41.354102,0,0,215.728,youtube
3,0,0,0,373,4,1.867354,0,0,3.158,youtube
13,1157,1173,485,1430,13,2.467167,549,1157,9724.888,youtube
8,38,92,38,56,2,0.0,46,1433,1.266,youtube
5,53,1813,0,549,4,24.87456,0,0,23.06,youtube
7,411,69,549,1418,5,22.904457,549,1829,3.336,youtube
3,0,0,0,1418,4,20.357032,0,0,0.0,youtube
3,0,0,0,725,5,13.929417,0,0,468.573,youtube
20,33,37,37,1418,6,37.836236,322,33,2.215,youtube
2,0,0,0,501,4,17.237213,0,0,11.602,youtube
11,448,448,489,489,8,76.992046,489,448,4778.243,youtube
3,0,0,0,1418,3,20.576458,0,0,0.0,youtube
3,0,0,0,531,3,16.964055,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,2,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
0,0,0,0,0,1,0.0,0,0,0.0,youtube
2,0,0,0,485,4,6.69307,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,2836,0,82.752,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
9,737,1123,531,465,8,54.530837,531,6869,43.089,youtube
4,0,31,1418,1418,3,14.754515,2836,0,96.92,youtube
2,0,0,0,517,3,20.107068,0,0,12.095,youtube
8,1418,1152,531,1418,6,11.604903,531,7398,4304.368,youtube
3,0,0,0,1418,4,19.506912,0,0,0.0,youtube
3,0,0,0,725,5,8.658611,0,0,276.002,youtube
1,0,0,0,0,2,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,116.172,youtube
3,0,0,0,465,3,30.926367,0,0,59.66,youtube
2,0,0,0,485,4,0.46401,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,31,1418,1418,2,0.0,1418,0,59.197,youtube
74,1019,42,38,56,7,11.133232,316,84,1.165,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
4,0,37,1413,1418,2,0.0,1413,0,99.955,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
3,0,0,0,1418,4,19.70561,0,0,0.0,youtube
3,0,0,0,725,5,14.899156,0,0,121.526,youtube
8,1418,42,30,48,2,0.0,295,1479,1.22,youtube
4,0,37,1413,1418,2,0.0,1413,0,102.928,youtube
5,0,1173,0,533,5,17.29414,0,0,3341.561,youtube
3,0,0,0,100,2,0.0,0,0,374.218,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
9,38,1515,42,1418,1,0.0,38,46,22.938,youtube
4,0,31,1418,1418,2,0.0,1418,0,71.363,youtube
4,0,400,0,1352,4,15.220948,0,0,53907.855,youtube
10,728,1133,531,531,9,26.407068,531,728,20252.147,youtube
4,0,1185,0,465,3,19.557919,0,0,10961.363,youtube
1,0,0,0,0,1,0.0,0,0,0.0,youtube
11,50,45,42,1418,2,0.0,38,50,2.538,youtube
15,50,45,56,1418,2,0.0,42,50,2.458,youtube
